"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"HMBOX1" 0.0484301045555044 5.27453119508195 0.455423357174454 0.654254432996164 0.746720565014166 -7.18879216288358
"TNIP2" -0.0483842791451687 4.89532995554571 -0.41953988724852 0.679789892845896 0.76842928048161 -7.0651943405077
"RHBDD2" -0.0483735430868437 5.51152522910269 -0.179150446008651 0.859822168328018 0.903530693717124 -7.18751700407888
"EGFR" -0.0483651703619028 5.35490582465054 -0.297936682268807 0.769165563401551 0.837928964769649 -7.25271262355389
"TBCD" -0.0483251011636341 6.64084849911361 -0.474676933811403 0.640729505177081 0.736065298892663 -7.20131326078434
"ARL1" 0.0482857508968966 4.83803240029319 0.372449148693145 0.713910710939984 0.795880401655771 -7.08994199542336
"POLR2K" -0.0482301052669283 4.34788223050336 -0.19429114075725 0.848125436161605 0.895558641227539 -7.02819569697077
"NCS1" 0.0482210198757329 6.7099999730917 0.466967663150269 0.646129805301493 0.739539619558149 -7.20586879173984
"TTC39A" -0.0481712850983307 3.4599271524751 -0.312343553629115 0.758371491393032 0.829404580587861 -6.99696689222355
"DCUN1D2" 0.0481518726154357 4.92160050199315 0.389350313882897 0.701588286803944 0.785739041177041 -7.10577599287257
"COPS7B" 0.0481509618265177 5.24134369580888 0.537560152352413 0.59746943223383 0.701307186160472 -7.06987511931562
"CYB5R1" 0.0481254512594043 4.00360816417502 0.394918823983549 0.697546734657507 0.78284476433078 -6.96145444857693
"LMX1B" -0.0481121595009397 2.90451944446755 -0.337669348105046 0.739521212834143 0.815254411315033 -6.99549858751599
"FMN1" -0.048085159446583 1.79130738812938 -0.193538309962701 0.84870619241785 0.895744130583188 -7.14988204600589
"FIG4" 0.0480814091584882 3.31417211321317 0.254767578281251 0.801792705166675 0.861073514401198 -7.00243061032056
"HACL1" 0.0480360777509952 3.6427167697496 0.41156006246653 0.685524530328349 0.772935648250573 -6.95754333765456
"PSMD13" -0.0479624093881075 6.30249798519419 -0.346361845806077 0.733089537515663 0.810049439263174 -7.1835542536128
"ZNF202" -0.0479397621539173 4.74428918774608 -0.460474844268564 0.65069375700313 0.743513508369215 -7.11352759702563
"PORCN" 0.0479217349065877 3.52340866369409 0.280866411529703 0.78201810235708 0.847692060405774 -7.00819993684097
"TRMT10C" -0.0477963631490796 4.83080983681608 -0.26395277210843 0.794816754751317 0.85578311877403 -7.13684038225542
"PRMT2" 0.0477415280311266 4.92667976174717 0.393784588847405 0.698369197790783 0.783345834355824 -7.08303530505129
"VAT1" 0.04773126156904 6.77405518636014 0.216281015940916 0.831202633042398 0.882737520409816 -7.29329721684184
"ESYT3" 0.0476149499984508 2.81771611151323 0.23049432404303 0.820308925452303 0.875092580677379 -7.05937173606232
"HEG1" -0.0475852706398125 8.30861526185518 -0.269668795458481 0.790484491887101 0.852796400734608 -7.22318928978424
"FASTK" 0.0475461704547393 3.7309167525634 0.29587262034549 0.770716066368568 0.839198483460188 -6.99078747914002
"MAP3K11" 0.0474948723243154 6.80293376912588 0.41908162589272 0.680118679384152 0.768590549088273 -7.22776906546482
"HGSNAT" -0.0474755807172094 3.59550189407603 -0.255984618284165 0.800867389928067 0.860588809023118 -7.00576094042949
"KRBOX4" 0.0474464057413848 3.60419042416322 0.325867302376712 0.748285335826223 0.821921803638927 -6.98291491915092
"CMTR1" 0.0473849482308522 6.14418757515651 0.494282588610467 0.627089066535195 0.724323372522147 -7.18782853549095
"GRIP1" 0.0473846856272342 4.57781699354231 0.311141722460712 0.759270024107354 0.830137258392765 -7.18441497344519
"RILPL2" -0.0473025380340286 3.46194171726573 -0.276901628335597 0.785012687089667 0.849633410030953 -6.99678441317346
"FMR1" -0.0472005908876278 5.66730350170839 -0.433947580609108 0.669486865370193 0.759728115764884 -7.20279575425608
"GOLPH3L" 0.0471420920248402 4.20361527441025 0.317182713449978 0.754757154632474 0.827266955844716 -7.06422031587484
"HSPA14" 0.0471416026879785 4.74109978646446 0.295639872399024 0.77089096687276 0.839305036289411 -7.06212970780301
"ZBTB7A" 0.0470572427789362 6.4733236756658 0.571213873918244 0.574923314884486 0.681673333952067 -7.14870646518035
"NAA35" -0.0470301258984449 6.0194419137187 -0.493994006367734 0.62728886113688 0.72436769697108 -7.18469393054158
"HOXB9" -0.0469542254951509 5.55105358732234 -0.142627677788268 0.888169796328223 0.923872983977816 -7.27846957758451
"ZNF782" 0.0469300899972045 3.77572869569804 0.378902726701356 0.709195700219927 0.792001840922182 -7.03995294516719
"HAX1" 0.0469046583430828 5.94726907719151 0.241794464202302 0.811674649098334 0.86868883262376 -7.19066587908707
"CDC34" -0.0468930799467913 5.4390684286569 -0.392141606572869 0.699561248301972 0.784216941654835 -7.08875370502691
"SLC25A12" -0.0468769419142561 5.02780561120523 -0.322697565096874 0.750645246745136 0.824015449218209 -7.16806738072364
"HOMER2" 0.0468270377249391 6.14633824487713 0.477322059700028 0.638881335220668 0.734716907621023 -7.19110745581562
"ACSS2" -0.0468229661815789 4.07802330944683 -0.174141987706186 0.863698885506106 0.906555126573226 -7.0760878206321
"GPATCH11" 0.0468027409365623 4.96339918040773 0.363900697190453 0.720174516479024 0.800393470424976 -7.16650522506645
"TMEM14B" 0.0466463977372529 4.61698905791142 0.271242967097398 0.789292628966905 0.852046291058856 -7.02482143601846
"MICU2" -0.0466158072456908 4.20602003167588 -0.291394956475667 0.774083055513296 0.841602874926332 -7.08469689721647
"DHRS4-AS1" -0.0466084559487463 3.49289943854558 -0.204259538906087 0.840444078250327 0.88986274550093 -7.03003342642607
"OAS3" 0.0465560300823329 4.86062894915157 0.234467048136737 0.817270665968451 0.872706002260371 -7.21188510792477
"PCNP" 0.0465112080169714 6.05356837711103 0.287792841694731 0.776795028977455 0.843793503408156 -7.20417008712802
"MIR3940" 0.0464752415302078 0.569840879912891 0.666991649586273 0.513243804840842 0.628233484262487 -7.17165283191766
"TMEM192" -0.046446310642748 3.97289632196131 -0.470174473332233 0.643880971163447 0.738109239669746 -6.98663479663659
"CDC42EP2" -0.0464378845856885 0.989196651190643 -0.513925386650325 0.613560144581972 0.714192137522813 -7.18111685702962
"CLCN3" -0.046322005281203 6.19165207240225 -0.287942137702529 0.776682567504243 0.843755473712727 -7.27539201518599
"PLEKHG5" 0.0462886355675169 3.96407958461399 0.314219635903228 0.75696957219301 0.828536774788572 -7.07028965403812
"WWC2" -0.0460899344789913 7.37668456902084 -0.421050726355132 0.678706386807791 0.767551892233373 -7.21190559558838
"NAXD" 0.046088177212622 4.19975394391352 0.366608211637499 0.718188375908033 0.79901390595814 -7.00207548387807
"ELOVL5" -0.0459867102859013 7.34664263218231 -0.391892200827404 0.69974227268709 0.784258468997238 -7.2395170240384
"TNPO1" -0.045986077723402 8.56407568416899 -0.309094262826616 0.760801591375501 0.831644846121283 -7.21623760168433
"ZSCAN5A" 0.0459734471526043 4.11674845350303 0.277055987947908 0.784896034918347 0.849633410030953 -7.06191507097561
"C1orf43" 0.0459500593341504 6.77012937446803 0.304308111344095 0.764385751486192 0.834223439860807 -7.25053982398662
"CHST10" 0.0459118099054292 5.57522824129349 0.412193775221255 0.685068392495476 0.772629779045207 -7.20697776546985
"AUTS2" -0.0458954358553765 6.91675161159445 -0.207581346784773 0.837888006982407 0.888160839312685 -7.28119306743302
"BRIX1" 0.0458561823322308 6.18176855806472 0.317957566870237 0.754178960101991 0.826811471404961 -7.24426895990281
"NEIL3" -0.0458510522826292 3.82406603938768 -0.346179189873401 0.733224479672419 0.810116377439283 -7.02022238244473
"CIR1" 0.0457688174038466 4.08621070347946 0.298489960982377 0.768750115792709 0.837727694452913 -7.07073709260577
"COQ8B" -0.0457637425469803 5.02509170746814 -0.250340279397778 0.80516131558937 0.863329465751043 -7.12696528130849
"MAPRE1" 0.0457622367813402 7.75921523209892 0.355709989479132 0.726195379218465 0.804798826165408 -7.2453649549981
"TRHDE" 0.0457412360738196 3.26411324973127 0.219038462660412 0.829086374741274 0.881532081535778 -7.03829371939853
"CNTLN" -0.0457269080966762 4.30165149456216 -0.351113528874608 0.729582256695161 0.807074441961523 -7.08002029193217
"RNASEH1-DT" 0.0457138307166227 2.98883669612126 0.379378339417839 0.708848690608133 0.791920814339375 -7.09292636700483
"SUMO1" 0.0456977753156638 6.07056586907411 0.444016480248135 0.662326247796623 0.753643424221476 -7.13259830746083
"HSPA12B" 0.0454654724918457 3.32337092579363 0.386566530887825 0.703612169788239 0.787218956318484 -6.98663238803296
"MT-TF" 0.0454290760820593 2.4247004618735 0.131373629534033 0.896938052985025 0.930151656279759 -7.02809101366051
"BECN1" -0.045399638027658 4.93513883837149 -0.431919071466979 0.670933447583861 0.760894126377117 -7.06734805160578
"HK2" -0.0453804994056659 6.64485803300657 -0.273782169734728 0.787371234269731 0.850962233172459 -7.2798892334172
"SP100" 0.0452711944120061 4.65099952643325 0.352954826734206 0.728224813991631 0.806145831076601 -7.09667525408308
"NDUFB7" 0.0452690563699751 4.31652123411687 0.190798435703653 0.850820563721802 0.897191897382265 -7.03035177693649
"SNX33" 0.0452292508191352 5.79787304095284 0.330468654977534 0.744864123805609 0.819320452820912 -7.26023457905353
"CORO2A" -0.0452081708990821 6.15446973727272 -0.358771834193367 0.723942489714843 0.803200884301201 -7.25243816173654
"CXCL16" -0.0451687428408754 3.24533516305843 -0.223342968969294 0.825785489288221 0.878869394324529 -7.02044638431825
"ZNF195" 0.0451609217866427 5.13617114344585 0.419477150419974 0.679834900429756 0.76842928048161 -7.17193025555023
"TCIRG1" 0.0451530594724669 4.95471791039534 0.218563999862266 0.82945041544407 0.881736224224014 -7.12642707141991
"POLR1C" 0.0451449764672134 5.5803148469495 0.416707664145305 0.681822969645483 0.769957440791737 -7.14996250061952
"KIF18A" -0.0451350533178934 6.30808117632372 -0.327400233882299 0.74714496408034 0.820917522813033 -7.25788340547716
"KIF1A" -0.0450065092083261 7.51630875599626 -0.244008067528748 0.809986135705606 0.867222502444902 -7.27354101057699
"GNB2" -0.0450054327416334 6.58708323708105 -0.368658749069612 0.716685544526236 0.798230033262971 -7.19547670292679
"ZBTB25" -0.044903824340599 5.27371407278196 -0.315316714063867 0.756150172364066 0.828120593644918 -7.22502612408679
"HSD17B10" 0.044776221484411 5.94330814236903 0.42872176884182 0.673216214306511 0.762768324353108 -7.11517230129703
"DGUOK" 0.0447695244388369 5.17212443864942 0.283427917659387 0.780085266785496 0.846354834813384 -7.0777344743175
"PGM2" -0.044630641477263 5.84097804381462 -0.375367245690776 0.711777254657026 0.794070805144254 -7.22014073438792
"LINC01297" 0.044598541582654 2.99890365338032 0.109524761994809 0.913998981419396 0.941952252987822 -7.03398972397828
"PRPF18" 0.0445720041400444 4.251252965139 0.440743608004265 0.664650159916311 0.755498627100198 -7.01740806363026
"PIP4K2C" 0.044535725142711 5.37050687488707 0.445345630524975 0.661383485821973 0.752885234539663 -7.14199394214795
"PPP4R1" 0.0444629608456397 7.4394170046343 0.384050665081015 0.705443232932551 0.788943494463321 -7.2360760772133
"NSUN5P2" 0.0444145034665536 0.971368946011284 0.272993408011666 0.787967934341353 0.851302729627953 -7.35737595122903
"DGAT2" -0.0443989384811281 3.87030635448228 -0.205259250668324 0.839674624586051 0.889566795705576 -7.03265506661043
"SRCAP" 0.0443772038983266 5.25185570510665 0.214606545605888 0.83248838889133 0.883672270153187 -7.27356952845664
"CREB3" -0.0442961090196237 5.44703075546466 -0.307259608341886 0.762174838416155 0.832334447711107 -7.1562350893794
"OLFM2" 0.044210055790967 5.02171233837642 0.298590621479016 0.768674539276181 0.837727694452913 -7.07016139098602
"RNF166" -0.0440684594135083 4.04269216838494 -0.362787446229521 0.720991755493033 0.800987577436376 -7.01725262916933
"TMEM177" -0.0440589120825594 4.50131659006424 -0.335397996755122 0.741205097031931 0.816284707548105 -7.12182802654224
"APMAP" 0.0440408837292994 6.85900455671787 0.371513199623782 0.714595510231693 0.796480815271543 -7.24657740204638
"AASDH" -0.0438753971378372 4.56283786440194 -0.325300910939118 0.748706834696397 0.82230187087232 -7.14165368301841
"AIRIM" -0.0435581054498471 4.90740861682494 -0.386591853164667 0.703593749528996 0.787218956318484 -7.10102618857737
"CALHM2" 0.0434857294851221 2.84920502887669 0.368361443369857 0.716903365172174 0.798230033262971 -6.97477781124444
"STARD10" -0.043454043677615 4.4280329154076 -0.275270029597779 0.786246033827752 0.850160227545362 -7.06094593531691
"NDUFB10" 0.043417685012404 5.15440911503734 0.203643330232772 0.840918441468218 0.890105470399802 -7.09924253756488
"APOBEC3F" 0.043416610826684 3.37837073391468 0.13310677892554 0.895586801188483 0.928927221950618 -7.03366809025849
"GSTK1" 0.0433703478340544 4.11582724670415 0.197737187996962 0.845468199160831 0.893705662881632 -7.0163264783712
"MIIP" -0.0433012885602557 4.29517806024983 -0.230525489567673 0.820285079223172 0.875092580677379 -7.02818774324757
"SPRING1" 0.0432760662313072 7.34944423277646 0.35453697763354 0.727059158109777 0.805338779198495 -7.2479361543532
"TUB" 0.0431999137080572 6.89601810538274 0.26784240453676 0.791867985808418 0.853831047284095 -7.27505624928001
"TPD52" 0.0431787511314701 5.08965629722716 0.277430735705778 0.784612853519135 0.849490402130536 -7.1182587240989
"MDM4" -0.0431385225596683 7.10126971024969 -0.350299620841103 0.730182580042238 0.807574520505598 -7.25293680023502
"RFX2" -0.0430061083207267 4.30582476650391 -0.281188903161824 0.781774679163563 0.847681233682478 -7.13112657228845
"CUL4B" -0.0429876910695484 6.92787155436511 -0.393418295404231 0.698634888797897 0.783500975763258 -7.23542252220253
"BICD2" -0.0429445683908769 7.01041766986152 -0.287609350774239 0.776933255698079 0.843859510226806 -7.26972639153484
"SEMA4D" -0.0429161380003293 5.44581648911648 -0.288765043255866 0.776062781670342 0.843250343458678 -7.26961552384926
"USO1" 0.0428886500062511 6.64699351505614 0.211801397008183 0.834643433886619 0.885334089897887 -7.29629517545684
"CUEDC1" -0.042850382091892 7.18760963732474 -0.4328620712244 0.670260805049077 0.76029072588058 -7.21831040975238
"CHD9" 0.0428134313833191 6.89855270442666 0.331550471654657 0.744060557527336 0.818721381583816 -7.24868739799018
"SLC29A2" 0.042787511106412 5.08224108632414 0.282453592922367 0.780820289900435 0.846925208547062 -7.17092872709329
"PPP1CA" 0.0427740939414258 6.87876215093042 0.30271501570083 0.76557997880389 0.835184705752955 -7.24939598371605
"CPNE3" 0.0427630352511663 6.52300360740787 0.278398062392602 0.783882027823924 0.849113045186928 -7.27842916314934
"LTBP3" 0.0427410431042787 5.65652806572895 0.175695626675513 0.862495930055054 0.905554227257108 -7.28454283795611
"SP110" -0.042673388126123 3.21334201452621 -0.253430253294463 0.802809821035833 0.861571292519393 -7.00268533606627
"RBAK-RBAKDN" -0.0425496930410552 0.693927404871679 -0.488772803077657 0.630908776551118 0.727776388368052 -7.25378450526951
"CCDC174" 0.042525031929272 4.42332768248242 0.494241516237946 0.627117500424903 0.724323372522147 -7.06910800465212
"MRPL13" -0.0424155975744029 4.93604580549774 -0.223790876906654 0.825442204460344 0.878675725560972 -7.02608339002541
"PLK4" -0.0423668705606541 6.36337232522277 -0.347756731040071 0.732059322710476 0.809075201542856 -7.2566264637541
"TMEM231" -0.0423402279005014 4.03177896551405 -0.264146887296504 0.794669518231089 0.85578311877403 -7.04289423645835
"MCUR1" 0.0423358362848054 5.04457303429937 0.439820550374048 0.665306213828198 0.756007707671262 -7.09180557940163
"SPAG5" -0.0422212558446677 7.78222057360705 -0.319552116108892 0.752989580474835 0.825756844140613 -7.25303344416525
"RAB40C" -0.0420319337896 4.38344866893543 -0.308232436570207 0.761446570617014 0.831975451981872 -7.12327437015932
"GTF3C2-AS1" -0.0420260317995368 0.876303972996265 -0.418889773611124 0.680256346311652 0.768666386963918 -7.28966490607936
"ADAM9" 0.0420060132502513 8.16130489172908 0.366682300482859 0.718134055810699 0.79901390595814 -7.22142072261389
"RIOK1" -0.041986370415775 4.73665808823749 -0.32587095070159 0.748282621069394 0.821921803638927 -7.14933411821844
"GSTO2" -0.0417612112710035 4.89367362428469 -0.297134663774333 0.769767913191227 0.838342823867842 -7.15138618518071
"GREB1" 0.041725014070825 4.5557651473618 0.412134008028699 0.685111406790591 0.772629779045207 -7.11605160190462
"RESF1" -0.0416455247112193 7.00573580372021 -0.278339180809853 0.783926507586479 0.849113045186928 -7.26447862108769
"FXR2" -0.0416230025168138 5.90210548836421 -0.413659702129197 0.684013715883144 0.771743837900989 -7.2206776546806
"RPF2" 0.0415718374354634 5.30241623137355 0.331053212338888 0.744429880966475 0.818925489573743 -7.19492618275034
"SUDS3" 0.0415665243478749 6.56898457422211 0.32198270649166 0.751177819410117 0.82435087787386 -7.2657207644019
"INTS9" 0.0415544506219092 4.61199885053365 0.359205384612153 0.723623694646838 0.803063907045372 -7.06206103582427
"ACAA1" 0.0415455132291447 3.17300029756356 0.27964794590277 0.782938033792502 0.848435983302051 -7.04069698274575
"USP15" -0.041539294467678 5.9708741253393 -0.308952026289421 0.760908026880663 0.83167774102919 -7.25502259728429
"PFDN6" 0.0415092311611205 3.56189793074594 0.240448770422767 0.81270159559451 0.869316711051323 -7.09279563149726
"UBXN2A" 0.0414550593052665 5.9109577500864 0.375664311721367 0.711560202985088 0.793909960192498 -7.22964895032531
"LAPTM4B" -0.0414284147501203 6.50177163751093 -0.262799059404602 0.79569201023407 0.85620987351738 -7.25900629413964
"LMTK2" -0.041344857799718 7.84191158392236 -0.269328094512806 0.79074251916881 0.85282140420008 -7.23758101406293
"TBC1D15" 0.0413184738146852 4.21180091954828 0.321689669262983 0.751396170575036 0.824507441805444 -7.04078566803613
"SCARF2" -0.0413120211335931 6.32812316348694 -0.321500659456318 0.751537019130755 0.824578939108717 -7.25397970787125
"ACBD4" -0.041262959365362 3.32031562363417 -0.185629132388817 0.854812893433658 0.900090050364031 -7.0262769846978
"ERGIC2" -0.0412603772662248 6.62535042593258 -0.308276124056571 0.76141387115345 0.831975451981872 -7.2701172857147
"KLHL20" 0.0411618749142351 4.78967386888166 0.45272487769369 0.656160040308546 0.748152049224177 -7.13763521892525
"NHERF1" -0.0411485011157176 5.3616151816895 -0.33201911687066 0.743712544763785 0.818466962587805 -7.17840381586679
"PEF1" 0.0411167394778902 5.01314845526957 0.283704845277158 0.779876393608199 0.846273187371865 -7.11106706359175
"TXNDC15" -0.0410705194903525 5.47258095887955 -0.524407814837744 0.606397998958361 0.708352970260818 -7.10783780371217
"CDKN2D" -0.0410591432078893 2.67070366105051 -0.286227143663538 0.777974741028408 0.844822251671 -7.12305453406157
"NOL4L" -0.0409461777853997 6.35583495045471 -0.320191593724174 0.752512770480659 0.825483246562914 -7.26390846271148
"SMURF2" 0.0409157081861062 7.4259697785776 0.289729307739887 0.775336725773909 0.842629518214382 -7.26276918425686
"IQCA1" 0.0408850641907499 4.77077992893256 0.509442653311782 0.616635304129225 0.716393836321187 -7.0942188397488
"MPP2" 0.0408592087598896 4.44072042421162 0.327981413592644 0.746712772230959 0.820773780716787 -7.07506341774195
"AP1S2" 0.0407032880432818 3.87404664423169 0.224425440472576 0.824955925370683 0.878329735241226 -7.01107646348509
"LZIC" -0.0406925901880726 5.7586174630237 -0.361694104328157 0.721794715973606 0.801634380244313 -7.21570247970862
"HIBCH" -0.0406919455881964 3.69464466843472 -0.328729033327287 0.74615693508885 0.820328353098994 -6.98753863009266
"CRY2" 0.0406768672546178 4.44053175899456 0.459777948516351 0.651184471058483 0.743840162284902 -7.06346412329896
"ZNF664" -0.0405171941733968 7.93648291138865 -0.356362771988087 0.725714848739643 0.804670317551226 -7.21292032660797
"CWF19L2" 0.0404890036265506 4.90068803027996 0.33995894853487 0.737825170072161 0.813796436444884 -7.17117507341201
"TRAF2" -0.040472381827656 5.19347833192214 -0.348730162412266 0.731340689643441 0.808527042112405 -7.17059623399595
"RTTN" 0.0404261845458143 4.5903386123392 0.242716264508153 0.810971393455644 0.868038947405737 -7.16076509593575
"ZNF319" -0.040425336287881 3.87090969747967 -0.269691186874004 0.790467534790572 0.852796400734608 -7.14667385179855
"TRAF7" 0.0403989727633034 7.85404481581261 0.373446724745887 0.713181096727376 0.795311174915348 -7.23820739075579
"GALNT16" 0.0403670213319911 4.33392040018957 0.165291727917524 0.870557941069277 0.911141006264244 -7.14636731448162
"ZBED3" -0.0402180308729956 3.48268701518583 -0.155088160966583 0.878478925958807 0.917383955080066 -7.03816458428732
"ARPIN" 0.0402086715224366 5.80157407557642 0.170277957453706 0.866692217614763 0.908471569199964 -7.29996778657511
"FZR1" 0.0401744938031774 6.36786619808673 0.355344726943259 0.726464309686849 0.805014971999647 -7.25246900821027
"ARL3" -0.0401485140022602 4.39268561445959 -0.189400759414067 0.851899605421771 0.89806408955533 -7.03437853841648
"FANCI" 0.0400722550211343 7.81744626322133 0.452577636739225 0.656264088708117 0.748152049224177 -7.19967264807695
"NABP2" 0.0399832495945485 4.75049900450416 0.20681676684953 0.838476174101084 0.888560457305304 -7.09275882424018
"PLEKHM2" -0.0399536676768246 6.61539780443103 -0.377701410994632 0.710072478142984 0.792577269211814 -7.24509985125561
"DDOST" 0.0399440142296905 7.39443861568053 0.308179912102462 0.761485885047847 0.831975451981872 -7.26838776984382
"SNAPIN" 0.0399055522468044 3.84594467253349 0.160948340757916 0.873928022976265 0.914033398838655 -7.04474917058205
"SPATA13" 0.0398904897584433 5.09187839356343 0.348521063943535 0.731495034474134 0.80861561700266 -7.23543648456354
"PYGB" 0.0397268249503782 6.92822732514611 0.343922775606669 0.734892205277136 0.811382961821133 -7.2580936068504
"TRMT2B" 0.0397153878105234 4.5966919750867 0.413619745220455 0.684042454449417 0.771743837900989 -7.0430542250495
"FNIP2" -0.0395710518831516 5.85363428039189 -0.344451203762967 0.734501519687441 0.811198251771592 -7.25761671197342
"UBP1" -0.0394941791776606 7.3203963308474 -0.334216028101039 0.742081891851964 0.817030459654476 -7.25163588503642
"SNX29" -0.0394747506904922 4.9934602208554 -0.328952007674639 0.745991186802534 0.82022890482709 -7.23452481895992
"DPH7" 0.0394540596928974 4.62805811151686 0.332430976291241 0.743406747645086 0.818213084344874 -7.06462704427339
"ST3GAL2" 0.0394440178664555 6.27108999378047 0.410829557257797 0.686050492428441 0.773245923801289 -7.23134599191061
"EPS15" -0.0393574055218719 6.51343554470132 -0.301770724172393 0.766288130889001 0.835406187374363 -7.27013217803021
"ZNF41" -0.0393502186736736 5.20524256736011 -0.400137220718165 0.693767720927608 0.779808661967123 -7.21502143182393
"CCAR2" -0.0393354631751883 7.91844936672765 -0.380476578702964 0.708047659884582 0.791206401352204 -7.22977205137337
"MAPK6" -0.0393213562248587 7.83427534275397 -0.269361967293264 0.790716864760062 0.85282140420008 -7.25797850105076
"ATP1B3" 0.0392604039010562 5.71046381888551 0.360315583892114 0.722807588502959 0.802595644598026 -7.17165841085597
"NPC1" 0.039226669112308 6.9712953992721 0.365617014901667 0.71891524526725 0.799414380110383 -7.24890880942934
"FUNDC1" -0.0392151955359266 2.98629022957541 -0.314417316603867 0.756821903958727 0.828533714838548 -7.02978446001556
"EID1" 0.0391587641034183 6.44637668471334 0.271206918890245 0.789319916409581 0.852046291058856 -7.26983656578233
"SLC9A3" 0.0390811102650583 3.64743110338414 0.354923684207236 0.726774354631168 0.805194733992875 -7.0131230607427
"NUCB1-AS1" 0.039055981471221 0.709373741465794 0.34071882668371 0.737262588787471 0.813422993948826 -7.33539662946412
"ZNF138" 0.0390521117844234 3.20660089040237 0.282276491706518 0.780953916555462 0.846925208547062 -7.02520289284575
"RMND5B" 0.0390469764469543 5.29568842290824 0.195633808584285 0.8470898842312 0.894638603859882 -7.21005179273823
"WLS" -0.0390266361199991 5.20624434591262 -0.196681972294717 0.846281671871385 0.89430522197758 -7.1840467498444
"PPP4R3B" 0.0389825668337913 7.32037288809826 0.315814084185517 0.75577878813827 0.827898855503098 -7.26595923105634
"KIF23" 0.0389750504231348 8.72352006686407 0.344256863792755 0.734645193424045 0.811249676619697 -7.20549030971664
"EMC8" -0.0389076307702876 4.97089143718306 -0.292474652156539 0.77327075097958 0.840971504559403 -7.0932272622404
"ALG6" 0.0388677120008922 3.33929681453118 0.219025213257486 0.829096540060179 0.881532081535778 -7.0154411454893
"POLQ" -0.0388379951603364 7.09639176341677 -0.239579781579601 0.813364937638108 0.869814236834156 -7.27783969618112
"PSMB10" 0.0385625034392043 2.84241662689729 0.398045075730511 0.695281807038129 0.780934133090408 -7.13645179987458
"MND1" 0.0385534015206264 1.34249333262968 0.269457747343498 0.790644324643419 0.85282140420008 -7.232567848184
"AP2A1" 0.0385090444125424 7.30319904772647 0.235675161372351 0.816347313368935 0.871976432183662 -7.28504381981964
"VPS72" -0.0384921882297222 5.07250752533246 -0.220010046090833 0.82834103305033 0.881072760598545 -7.14034683541754
"TRMT44" 0.0384897528238324 3.46262958926473 0.210020527134607 0.836012281496969 0.8865287783459 -7.01991002671122
"SUSD4" 0.0384801573020828 3.8301621051561 0.186338126400294 0.854265085461859 0.899848886067032 -7.06438099705885
"NDUFB9" 0.0383661000953808 7.17076596492646 0.158926984282611 0.875497266746876 0.915323150090256 -7.29342364459921
"PABPC1L" 0.038282125093668 3.9357096102201 0.148636440780474 0.883494246584684 0.920679770642199 -7.02954076534158
"MAP2K7" 0.0382609727568717 5.74383750023193 0.557020227475374 0.584378979028544 0.690030847337629 -7.13919043380155
"SLC6A16" -0.0382056633660888 3.40812329219157 -0.275308452898754 0.786216982445438 0.850160227545362 -7.02177998599285
"MCU" -0.0381969975471712 5.40313861590718 -0.274374095511824 0.786923529987112 0.85063950542564 -7.20390363050797
"XIRP1" 0.0381552061973245 1.39051332147975 0.135504721698481 0.893717785387155 0.92778653501343 -7.22252070048565
"NLE1" 0.0381363580149188 4.762791751003 0.378922200077474 0.709181491052951 0.792001840922182 -7.07376481585418
"UBL4A" -0.0381061047600451 6.37418017934347 -0.292854957180472 0.77298469420709 0.84074433493331 -7.26902746326788
"HCN2" 0.038059944311549 3.05503446200417 0.227023324535509 0.822965875629875 0.876982319193178 -7.01396033396321
"ZNF561" -0.0379765450431675 5.04189547554854 -0.394053030526399 0.698174509040327 0.783226557665052 -7.15585086247852
"LINC03057" -0.0379570055091074 3.11072524149238 -0.329712764371773 0.745425773321392 0.819772700844261 -6.98336380605206
"RBM15" -0.0379008245914223 7.09676698762611 -0.389179478570481 0.701712422582287 0.785739041177041 -7.23773126085284
"TMEM134" 0.0378135936959898 2.83523907031453 0.193931335061273 0.848402989925801 0.895678086273057 -7.1544746967614
"BICDL2" 0.0378023952691662 3.73989340472282 0.0809331738190037 0.936388849669506 0.955872538568709 -7.16056951031538
"CARD18" -0.0377917995235102 2.99430333674566 -0.30233063703712 0.765868210088628 0.835339235152734 -7.11385195824911
"PHF8" -0.0377584542232103 6.97535924047057 -0.284904828981179 0.778971503096785 0.845651774263715 -7.27159772042418
"MON1B" 0.0376861509571143 5.96250365013884 0.422352845124732 0.677773143420633 0.766735267333787 -7.21900611502293
"NUP58" -0.0375913313577625 7.43442127934976 -0.285507263996361 0.778517337961244 0.845327208187958 -7.26694188369528
"TMEM255A" -0.0375821954348807 3.22259481321931 -0.223522352728809 0.825648001953168 0.878808923622649 -7.01820556048474
"ERCC3" -0.0375784948384297 6.66388897339615 -0.270150520941216 0.790119703278598 0.852740642710229 -7.28063976212562
"COPS5" 0.0374502115284887 5.37634478573719 0.263590911231774 0.795091247679687 0.855901586187995 -7.1295444328484
"LINC01116" 0.0374071322592049 3.39115453820302 0.272943173565001 0.788005941396024 0.851302729627953 -7.07309934257969
"DLEU1" -0.0373680512018644 3.56552037428689 -0.249175076249422 0.806048542593135 0.864195731031356 -7.01706648226592
"PPIE" 0.0372583575630765 4.69108587952137 0.389667995388865 0.701357469683369 0.785583824257724 -7.02455874313264
