"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B" "Gene"
"CKS1B" 0.176161842314591 6.3252992577742 4.20152971794093 0.00010163596162486 0.000510482105442818 0.709339478781696 "CKS1B"
"ZFHX4" -0.17615819872124 5.35558988462498 -2.4776685949285 0.0164319015053702 0.0370881063960744 -4.0473327561565 "ZFHX4"
"NFASC" -0.176086477337721 1.46811884563012 -4.63021397358214 2.38860979858746e-05 0.000152189636853574 2.10392998126685 "NFASC"
"ZCCHC17" 0.176084167730039 5.6583991357675 2.53683528538752 0.0141528994539636 0.0328563885096299 -3.91344598806365 "ZCCHC17"
"TNS2-AS1" -0.176065468389723 6.51545138929467 -3.86094122262873 0.00030788776766685 0.00130145279954843 -0.350125756580868 "TNS2-AS1"
"ZNF696" -0.176027788863292 5.25742744507005 -4.06971657265801 0.000156832769106405 0.000741021162050606 0.293744314483402 "ZNF696"
"PITPNC1" 0.175984026542296 3.19412272656424 2.1864902801343 0.0331971358573726 0.0670929850481702 -4.66894712830498 "PITPNC1"
"JADE1" 0.175975907080088 7.32422314109695 2.36177061860326 0.0218784074822784 0.0473292984693314 -4.30229494930228 "JADE1"
"EIF3F" 0.175948624544921 8.08564291004376 3.81852178602803 0.000352414695652863 0.00146180177329478 -0.478665813263728 "EIF3F"
"CAMK4" 0.175945929556027 3.20283192402973 2.34450715611646 0.0228152743030368 0.048993180159453 -4.33943100552105 "CAMK4"
"EVPL" -0.1759450814488 1.40926642040854 -2.74188455382947 0.00830177220418394 0.0211489684625075 -3.43063253267083 "EVPL"
"NCOA6" -0.175923472786941 5.12260542124412 -3.18367376734531 0.00243006162561956 0.00752911624096304 -2.29792861603268 "NCOA6"
"ULBP3" 0.175888757220503 4.74832806243628 2.25750093888778 0.0281036077615963 0.058439094732001 -4.52320743682911 "ULBP3"
"ABTB1" -0.175884449543164 2.85125801190897 -1.23469249200702 0.222368301254802 0.320200901381782 -6.22130068820197 "ABTB1"
"ZNF691" -0.175832462508307 4.54768693153713 -3.04894231338748 0.00357327665391311 0.0104398919009273 -2.6560358244457 "ZNF691"
"STIMATE-MUSTN1" 0.175709123893936 3.72725665876784 2.90825889520695 0.00529123548097177 0.0144775895648308 -3.01831588331648 "STIMATE-MUSTN1"
"SBF1" 0.175688593295511 7.91184313604914 2.87852422508543 0.00574121254685637 0.015493269973205 -3.09331129399633 "SBF1"
"RPL4" 0.175643308030082 11.0694591359366 4.44885598649438 4.43652903119575e-05 0.000255084731425894 1.50641563570212 "RPL4"
"MTHFD1L" 0.175620767921234 7.2062896752362 4.27863789400825 7.864869406161e-05 0.000413212023676356 0.955505400017261 "MTHFD1L"
"TTC3P1" -0.17556388178158 3.61500465981098 -1.2048819719011 0.233579072572905 0.332866588563153 -6.25702484910647 "TTC3P1"
"RPA3" 0.175518639896845 5.58442468945548 3.23457739602961 0.00209568954320243 0.00664161485949937 -2.1598941439208 "RPA3"
"LRRC28" 0.175486193881966 3.85076957141812 2.98726274444323 0.00424985129627548 0.0120696172701629 -2.81636683582122 "LRRC28"
"C5orf15" 0.175467588533216 7.20491842725764 2.95079210276577 0.00470428022473443 0.0131218429415911 -2.91007459939397 "C5orf15"
"WDR44" -0.175467233837461 4.54939529920976 -3.03985685016439 0.00366617801968519 0.0106653246541176 -2.67979743367481 "WDR44"
"BIRC5" 0.175408000238132 7.98257780293186 3.0220456861887 0.00385488954022215 0.0111240837536699 -2.726235257482 "BIRC5"
"KLHL12" -0.175341961891033 6.3929793423978 -3.26784656022935 0.00190113146076193 0.00610120754277522 -2.06888864995683 "KLHL12"
"PARPBP" 0.175341829438734 5.75022420376672 2.13549973041613 0.0373397256285662 0.0739697781092211 -4.77120061108138 "PARPBP"
"TRMT10B" -0.175321114787005 4.31804755870003 -2.84040930614991 0.00636991630454092 0.0168945474845316 -3.18862059298952 "TRMT10B"
"FAM171B" -0.175285298240495 4.69092717636037 -2.51048402655344 0.0151299567530069 0.0346338517619939 -3.97338247905203 "FAM171B"
"INO80C" -0.175267337394958 3.18266262146596 -2.25000130602981 0.0286067367741583 0.0593600740106959 -4.53878127223809 "INO80C"
"EMP3" -0.175244799317329 7.0411062745174 -2.35133760795366 0.0224403908234709 0.0483243097461112 -4.32476415481023 "EMP3"
"TMEM106C" 0.175196166520625 7.35918711854028 3.78891862898216 0.000387090444089708 0.00158609878808762 -0.567893927554974 "TMEM106C"
"CCDC9" 0.175193392708768 4.34321419309899 2.20943458576121 0.0314688851414196 0.0641315264538121 -4.62227956847805 "CCDC9"
"LLPH" -0.175177248811678 5.42041737234839 -3.23913023437617 0.00206799735400101 0.00656750722188602 -2.14747681214609 "LLPH"
"CNPY2-AS1" 0.175123788827546 5.99750290499925 3.89250713836552 0.000278321218430556 0.00119427419379333 -0.253960736785765 "CNPY2-AS1"
"SEPHS1" 0.175108614873807 6.29609801588225 2.9870994047385 0.00425179201880507 0.0120723175015897 -2.8167883473411 "SEPHS1"
"DRG2" 0.175058898107079 5.20322221609933 2.90839853463122 0.00528920177896653 0.0144775895648308 -3.01796237421261 "DRG2"
"CCNQ" 0.175050780781121 5.93629232132432 3.65270129290849 0.00059347319955581 0.00227734602535654 -0.973279345171391 "CCNQ"
"SLC6A15" 0.175047274282745 4.24785393156995 1.83082805349363 0.0727268229063642 0.128611311679686 -5.33898430263889 "SLC6A15"
"LRPAP1" 0.174946970321874 7.55820635124189 3.92718901123183 0.000248991396713178 0.00108872358656049 -0.147805805300533 "LRPAP1"
"KIFC3" 0.174944387861746 6.87629387168957 3.29364975380707 0.00176211371833523 0.0057273392311029 -1.99788140850097 "KIFC3"
"MTMR14" -0.174858859576184 5.72518000046985 -2.55896927447638 0.0133768404895422 0.0313712634173014 -3.86272375447262 "MTMR14"
"GFER" 0.174857998919456 5.62557275506908 3.12990080391157 0.00283743717484352 0.00856710729071967 -2.44212947492713 "GFER"
"RAB4A-AS1" 0.174798540780897 3.19202508846384 2.39986100216793 0.0199320362031927 0.0437808324023659 -4.21958014226602 "RAB4A-AS1"
"RAP1B" 0.174757013736722 6.01999738987316 2.86948600145722 0.0058848666922098 0.0158563741298052 -3.11599598746618 "RAP1B"
"MROH1" -0.174712871749824 5.45999621436928 -2.35795116142479 0.0220826681597256 0.0476880578294708 -4.31053011897545 "MROH1"
"SMCO4" 0.17467059590059 3.5970367405067 3.86164790770416 0.000307193925744959 0.0012994207160804 -0.34797761735711 "SMCO4"
"OLMALINC" 0.174663968726342 3.54566508154705 3.00967037379686 0.00399130842479962 0.011458099397465 -2.75838738782614 "OLMALINC"
"CCDC138" 0.174658952618521 5.11619808777421 2.07757238198535 0.042588553017662 0.0825309715637039 -4.8848975669362 "CCDC138"
"SRSF8" -0.17459896528483 6.44113833230763 -3.56636672572484 0.000775000814881574 0.00285619067315829 -1.2256376420941 "SRSF8"
"TAX1BP3" 0.174560260241723 6.01129256000279 2.94712257661922 0.00475242522461468 0.0132500744431129 -2.91945753598376 "TAX1BP3"
"ZNF235" 0.174488407884966 4.51602187014325 2.91512772868498 0.00519205416558525 0.0142638208040802 -3.00091231084089 "ZNF235"
"SEPTIN2" 0.17448203488533 8.58128584039171 3.74240418956108 0.000448282258965175 0.00179063286868009 -0.707291346306446 "SEPTIN2"
"LRIG3" -0.174424732047949 4.65421085602545 -1.72800365648044 0.0897861369906048 0.153095908920641 -5.51333585086071 "LRIG3"
"HOXC9" -0.17437741126595 4.37659492582779 -2.11125963362851 0.0394630537333689 0.0775492267281426 -4.8190990997005 "HOXC9"
"XRCC4" 0.174335739283857 4.47073398482232 2.89751025219262 0.00544997533239411 0.0148188292482823 -3.04549011621731 "XRCC4"
"DPYSL4" 0.174321436549104 3.91619251664567 1.18806259255474 0.240083364436393 0.340522985496838 -6.27681611067744 "DPYSL4"
"YY1" -0.174315593551417 7.37460849543286 -3.71379769912798 0.000490415826803626 0.00193359877396386 -0.792526008396474 "YY1"
"RNASEL" -0.174314602765497 3.52331276420296 -2.76412052827552 0.00782374597113842 0.0200653169543708 -3.37656858586993 "RNASEL"
"CWF19L2" 0.174308266044125 5.36998109315117 2.4953790096605 0.015717183461732 0.0357728727726431 -4.00751727084188 "CWF19L2"
"KATNA1" 0.174277011555284 5.75922987183053 3.40204020508741 0.00127647658176128 0.00437217508981201 -1.6956363143789 "KATNA1"
"GSTP1" 0.174265532648908 8.86392244080933 3.13024240295709 0.00283465788931184 0.00856295589798312 -2.44121872125203 "GSTP1"
"KCNJ5-AS1" -0.174213650110697 2.86142246065717 -2.11140219391042 0.0394502640970231 0.0775460945620885 -4.81881874801582 "KCNJ5-AS1"
"STIL" -0.174195935969153 6.75499277564632 -3.02323242453807 0.00384203897937338 0.011092250320421 -2.72314712386925 "STIL"
"ZMYM5" -0.174189774652899 4.13232504992827 -2.15277909732406 0.0358878156078922 0.0716053519859695 -4.73677599584354 "ZMYM5"
"TRIM59" 0.174074298332476 7.66443673747947 2.55336804171217 0.0135694881553357 0.0317376118247638 -3.8755920225545 "TRIM59"
"UBAC2" 0.174026815610938 6.10574841951735 2.28518926670928 0.0263133480190062 0.0552593902345066 -4.46534054384338 "UBAC2"
"MAP7D3" 0.174010054875897 5.75145520652825 3.31855611630576 0.00163708487067214 0.00540450730856707 -1.92899406150256 "MAP7D3"
"RBM14-RBM4" -0.173995951766971 6.65423850354564 -3.85172118061385 0.000317079617242341 0.00133521613683369 -0.378132175305307 "RBM14-RBM4"
"PRR19" 0.173990083845897 4.44930181099707 2.72063747779296 0.00878350131807741 0.0221974585809801 -3.48198580722149 "PRR19"
"VPS37B" -0.173913500692771 6.24727059696634 -1.31631770728114 0.193708178408753 0.286996869845066 -6.11927910750296 "VPS37B"
"TTBK2" -0.173762955600277 4.82780757232289 -2.32034049756894 0.0241869506788022 0.0514046468330417 -4.39104513236293 "TTBK2"
"MED16" 0.173759864523181 5.8091507885643 2.91493508508506 0.00519481210884242 0.0142681832584084 -3.00140081634141 "MED16"
"PSMC3" 0.173688007458402 8.30905797041658 4.10516441302728 0.00013964495727445 0.000673110772316965 0.404843269906053 "PSMC3"
"LSR" -0.173657006757526 3.3304472377133 -1.47710980773234 0.145539211063305 0.22777857788976 -5.90053209134912 "LSR"
"SEC62" 0.17364662220115 7.09483134438615 2.91397427883823 0.00520858763013965 0.0142995781516328 -3.00383688008003 "SEC62"
"ATP5F1B" 0.173643859046566 9.44826469397951 3.37025231539773 0.0014038595452739 0.00475161453083963 -1.78493222121798 "ATP5F1B"
"SETMAR" -0.173625905928898 4.02505924443911 -1.93077716064515 0.058844996511944 0.107604548277576 -5.16103293913999 "SETMAR"
"ADAM10" 0.173622428681666 7.42257476817908 3.3596141441676 0.00144911698736502 0.00487772057988308 -1.8146955240628 "ADAM10"
"RPL39" 0.173581135160785 6.57050890593782 2.65728544238954 0.0103763131335169 0.0254554694554895 -3.63330891623559 "RPL39"
"TTC28-AS1" 0.173544280805327 4.99054276026575 3.56870836222188 0.000769443579899768 0.00284172151934515 -1.21884122597795 "TTC28-AS1"
"TOP3B" -0.173525371282177 5.88039973301775 -3.64945504041224 0.00059949250961758 0.00229899721848629 -0.982833684648012 "TOP3B"
"MRPL23" 0.173506206019561 4.6735631745595 4.51235494281709 3.57553849636018e-05 0.000212700936405426 1.71443565570301 "MRPL23"
"MRPL45" 0.173491184209482 4.18137712826973 2.53746560966446 0.0141302455384795 0.0328225417793825 -3.91200629962461 "MRPL45"
"POLR2H" 0.173475313551367 6.59069731085343 4.53287367565071 3.33394312015367e-05 0.000200678363031955 1.7819326098427 "POLR2H"
"TIMM21" 0.173469693516534 6.20779166450392 2.25658918574417 0.0281643530622167 0.0585076639454936 -4.52510307533883 "TIMM21"
"SLC25A30" 0.173399922993025 3.90803679280638 2.91399327397019 0.00520831495968865 0.0142995781516328 -3.00378872473804 "SLC25A30"
"MAPKAPK2" 0.173396824964152 7.18829248704559 3.93196266067843 0.000245195514809097 0.00107482361721673 -0.133154195285952 "MAPKAPK2"
"CKMT2-AS1" 0.173331766857562 3.45995801048748 2.28551601686009 0.0262928402568949 0.0552258330921174 -4.4646542001439 "CKMT2-AS1"
"PPP2R2D" -0.173302208489088 5.89940215629741 -4.2616381153939 8.3236261725939e-05 0.000433233551748966 0.901046465337981 "PPP2R2D"
"A1BG-AS1" -0.173250143433673 3.23178169409244 -2.49595807366031 0.015694296895061 0.0357274501839218 -4.00621167566567 "A1BG-AS1"
"TES" -0.173228904346992 1.48795438381169 -3.47079733708161 0.00103746309837223 0.00366189941668577 -1.50066845901866 "TES"
"ANAPC16" 0.173187155883136 7.11516777259357 3.59885017247585 0.000701221764045083 0.00263525405624955 -1.13111504845411 "ANAPC16"
"CCT2" 0.173185171638346 9.13342025670521 2.97264528310976 0.00442683806032067 0.0124879227725215 -2.85402349512217 "CCT2"
"PDHA1" 0.173179360329187 6.76394690061207 3.50535633698554 0.000934046211953856 0.00334233965809192 -1.40174848408707 "PDHA1"
"BICD1" -0.173168716252638 5.93721962834734 -2.62934654447964 0.0111594032155857 0.0270769841253617 -3.69917960687207 "BICD1"
"ILF3-DT" 0.173134759574625 5.74474688871172 1.74308796559196 0.0870930865985592 0.149255226400988 -5.48831902791488 "ILF3-DT"
"SLIT2" -0.173041664867415 1.76216722976102 -2.69114313718729 0.00949484111008565 0.0235824006797341 -3.55277254165548 "SLIT2"
"VIPAS39" 0.173010223995552 4.87716766836139 3.26254296848994 0.00193096012982114 0.00618384873287611 -2.08343770898557 "VIPAS39"
"ARB2A" 0.172940485217447 3.91613548783288 2.2890188566205 0.0260738827663962 0.0548793580145326 -4.45729138038247 "ARB2A"
"MYSM1" -0.172928442222164 6.1414899265992 -1.90905470250789 0.0616528122280403 0.111933310275562 -5.20040979219732 "MYSM1"
"EXOSC7" 0.172916950481823 5.90747211271943 3.11359935528565 0.00297308056670987 0.00891047370632264 -2.48551214012066 "EXOSC7"
"THADA" -0.17287869463782 7.02418880695598 -4.12210180842538 0.000132090625024764 0.000642795360006781 0.458102536227938 "THADA"
"PLEKHM3" -0.17286789115596 3.84181275153703 -3.64340138113519 0.000610873792059542 0.00233529965334361 -1.00063723739741 "PLEKHM3"
"ZNF511-PRAP1" 0.172866941108109 4.65786038483153 3.99227782126565 0.000201790731363518 0.000912773727365766 0.0527975254207131 "ZNF511-PRAP1"
"MICU3" -0.172833548348823 2.54183168998698 -1.80627243816349 0.0765311658041763 0.133998214929207 -5.38143193168524 "MICU3"
"CHRNA5" 0.172824347305946 5.18385577340954 2.83588402138543 0.00644865100701617 0.0170588501150894 -3.19987458266399 "CHRNA5"
"EXPH5" -0.172682357074747 2.16329133873331 -1.81544217002559 0.0750914335134858 0.132122353440623 -5.36563998806571 "EXPH5"
"ELMOD2" 0.172648434879246 5.26551279920761 2.05014695779197 0.0452899118463993 0.0868404419989416 -4.93780163868574 "ELMOD2"
"RINL" -0.172622894001794 2.22158117236439 -1.65383340046387 0.104048147951114 0.172705480368018 -5.63350876463285 "RINL"
"PPP2R2A" -0.172614123448177 7.06184725022328 -4.03380474817097 0.000176325392818565 0.000818095220963808 0.181703244544713 "PPP2R2A"
"CLDN4" 0.1725802950712 2.66723573014637 1.21319446826955 0.230412353368953 0.329207646657637 -6.24714635895404 "CLDN4"
"UBE4A" -0.172512841576024 7.12813774968785 -3.11699943847325 0.00294429617414096 0.00883288852242287 -2.47647643737807 "UBE4A"
"MEGF10" -0.172501648200469 1.56776862206911 -1.99122694078805 0.0515995719115122 0.0966024609711338 -5.04942607405714 "MEGF10"
"ZNF213-AS1" 0.172459298570313 5.33459905822767 2.09483238913389 0.0409612513628708 0.0799875837262146 -4.85129693918508 "ZNF213-AS1"
"NDUFS4" 0.172458864532874 6.08472364335365 3.8186465256553 0.000352275103345706 0.00146171993375328 -0.478288997682698 "NDUFS4"
"ATAD3A" 0.172448173131314 6.15956517328776 2.2678487324069 0.0274222834060349 0.057222634979219 -4.5016490359496 "ATAD3A"
"RBAK-RBAKDN" 0.172410230067226 3.82828017558656 3.34834864386375 0.00149854875981165 0.00502055003458877 -1.84614759708617 "RBAK-RBAKDN"
"BICD2" -0.172403509900918 6.92848653435723 -5.1429135598176 3.97245739535697e-06 3.32036449186965e-05 3.84343079794065 "BICD2"
"MIR4527HG" 0.172389313667063 2.22215617576773 0.801212799435269 0.426570896879881 0.536457882587414 -6.65808624269458 "MIR4527HG"
"TMEM167A" 0.172333350811963 6.60350694327259 2.58522267173388 0.0125066006452767 0.0296843119636336 -3.80211717421835 "TMEM167A"
"NSD1" -0.172291991570013 7.93656933798471 -3.10641705139936 0.00303475439766234 0.00905747182562219 -2.50457673212388 "NSD1"
"LRTOMT" 0.172218187675263 5.41267941812733 3.90694471370336 0.000265728186236582 0.0011491330606933 -0.209832755486922 "LRTOMT"
"EHD3" -0.172203555232392 1.3878665734286 -3.69089995662484 0.000526851278200907 0.00205270010787861 -0.860475682809594 "EHD3"
"MBNL1-AS1" 0.172139262417664 3.08096546457865 2.90839622480037 0.00528923541332907 0.0144775895648308 -3.0179682218461 "MBNL1-AS1"
"RSRC1" 0.172119942844014 5.49050659631195 3.12803399369549 0.00285267098113664 0.00860245366344248 -2.44710546288382 "RSRC1"
"FAM200B" 0.172065276135105 5.39089862963991 2.3867306428393 0.0205846960076496 0.0449311558642002 -4.24821360806814 "FAM200B"
"IGLON5" 0.172017177128494 2.96928832201397 0.95985796269019 0.341467025769892 0.451060483022512 -6.51903459667778 "IGLON5"
"KIF22" 0.171990232525264 7.23990081232144 3.96588714658466 0.00021978268996573 0.000982493714553457 -0.028752766925094 "KIF22"
"PCTP" -0.171954144557834 4.52387578142792 -2.99778418031451 0.00412656690848123 0.0117798416313035 -2.78918097052955 "PCTP"
"CHPF2" -0.171920991414036 4.84725578397189 -3.02690575064118 0.00380251565739429 0.0109963667161307 -2.71358297711983 "CHPF2"
"KCTD2" -0.171917782832015 6.26557394776822 -3.23916731057786 0.00206777326484095 0.00656750722188602 -2.14737564330192 "KCTD2"
"HSPA4" 0.171914378698476 9.22148406735521 2.4914820494151 0.0158719912587742 0.036017665314617 -4.01629739452998 "HSPA4"
"CHAC2" 0.171892522856981 4.74372736360897 1.97528900660193 0.0534312155822 0.0993889069592632 -5.07914011662471 "CHAC2"
"TIMM50" 0.171875700642267 6.91975259712284 2.9058778610657 0.00532602470024614 0.0145434104835427 -3.02434178493961 "TIMM50"
"TECPR2" -0.171865432007029 4.04882959283293 -3.81150518978632 0.000360352961152801 0.00149168511923232 -0.499850451309514 "TECPR2"
"ANKRD18EP" -0.171811085235051 3.50993444256284 -2.07300125578016 0.0430288322812813 0.0832013622182816 -4.89375683225931 "ANKRD18EP"
"ANKRD13B" -0.171801685713683 3.53328717960756 -1.8665855504974 0.0674725474263005 0.120684616583123 -5.27627169764366 "ANKRD13B"
"PRRC2A" -0.171779696889721 8.01236827635188 -2.10353063102387 0.0401618914794029 0.0786644249676419 -4.83427462809644 "PRRC2A"
"COX17" -0.171769040705671 5.53541322643577 -3.67252431801121 0.000557952864742118 0.00215871471768505 -0.91482702435576 "COX17"
"PARVB" -0.171725006079552 5.2647982395692 -2.89414674109133 0.00550054978868986 0.0149396892367645 -3.0539786150516 "PARVB"
"GAS8" -0.171697707196825 4.92763103238261 -2.79569646073667 0.00718840209963899 0.0186754502780352 -3.29923669814407 "GAS8"
"RTTN" -0.171666980908884 4.76664582578544 -2.11117180665129 0.039470934834078 0.0775492267281426 -4.81927180774252 "RTTN"
"ASB3" -0.171622206662163 4.72875554722767 -3.08412667150236 0.00323388523727349 0.00957048640394588 -2.56355011457034 "ASB3"
"DHCR7" 0.171619743739428 7.1120323715262 2.19807232041889 0.0323145598049102 0.065602806196251 -4.64544050423679 "DHCR7"
"ST6GALNAC5" -0.171618985420743 1.46154854859346 -2.82909639893244 0.00656843683025027 0.0173268628909587 -3.21673007421012 "ST6GALNAC5"
"FARP2" 0.171616065111659 4.59809373434172 3.60442430261491 0.000689255595473869 0.00259748825302961 -1.11484288698291 "FARP2"
"BMI1" 0.171546616790776 8.29971845823436 1.80135730475915 0.0773123689682849 0.135113834847841 -5.38986760131651 "BMI1"
"SMARCC2" -0.171516299083742 7.34761956301631 -3.08994991309664 0.00318071383820104 0.00942848936724884 -2.54817200735592 "SMARCC2"
"PRELID3B" 0.171513123283813 6.89856008112551 3.43978902274845 0.00113944736721787 0.00396336584233369 -1.58890130480418 "PRELID3B"
"EFCAB11" -0.171512904180633 3.05221153535658 -2.30368488621378 0.0251746304890886 0.0531978199297237 -4.42636383283984 "EFCAB11"
"DUBR" -0.171472541041854 3.69267943974131 -1.80914138299588 0.0760782471932673 0.133358376386646 -5.37649867754671 "DUBR"
"RFPL4A" -0.171469075971253 2.43534059435629 -0.865823538079133 0.390473123223275 0.501033221560168 -6.6043931772747 "RFPL4A"
"EIF3B" 0.171362620047837 9.30401706305856 3.72638332521099 0.000471431007366153 0.00186532076825426 -0.755073282563689 "EIF3B"
"NOC3L" 0.171275740837777 7.18188264036522 2.21979575743147 0.0307147992438331 0.0629312797006963 -4.60107285701971 "NOC3L"
"PSMC3IP" -0.171233326412426 5.39088596432005 -3.06071498553566 0.0034561710495661 0.0101536993373786 -2.62517249862162 "PSMC3IP"
"TMCO3" 0.171229442337578 6.37511382525673 4.1254698881345 0.000130636327173903 0.00063673461626129 0.468706750725461 "TMCO3"
"SLC7A5P2" 0.171197778623484 2.79371934160536 2.29853775727376 0.0254870352253082 0.0537927301094901 -4.43723643620271 "SLC7A5P2"
"DDX59" -0.171180835792003 4.83186425349077 -2.19178936611948 0.0327907350013422 0.0664478254139861 -4.65820506936898 "DDX59"
"RPL31" 0.171142260992568 9.30314134200333 3.01141761529415 0.00397177823427231 0.0114100908284925 -2.75385354710514 "RPL31"
"ISG20L2" 0.171106957557273 5.94830273897037 3.59225922188481 0.000715626899673898 0.00268030406680687 -1.15033589190635 "ISG20L2"
"SYT7" 0.171080498341506 3.13843853988549 3.46936369780504 0.00104198031126292 0.00367571590854824 -1.50475879361751 "SYT7"
"BRMS1L" 0.171063435560193 4.6282841909184 3.82602700332787 0.000344109803883204 0.00143173628739532 -0.455981553895807 "BRMS1L"
"DNAJB4" 0.170986439366063 5.84113708135702 1.9938289688207 0.0513057265369356 0.0961834489036018 -5.04455544747277 "DNAJB4"
"TMEM134" 0.170946982544913 3.51777212421618 1.91056631597554 0.0614537958177489 0.111705029065054 -5.1976821977823 "TMEM134"
"LOXL2" 0.170940717679922 7.43533525730213 1.2166498488192 0.229105270981227 0.327696314756751 -6.24302111836477 "LOXL2"
"TECPR1" 0.170852302075731 5.10498863392499 2.76520263591336 0.00780114292047147 0.0200222208778224 -3.37392925122329 "TECPR1"
"FGGY" -0.170773456302422 3.47582984034482 -1.76566643227441 0.0831876315280597 0.143774541735358 -5.45051171782304 "FGGY"
"RBBP9" -0.170729729706307 5.56523838460148 -3.39336009975696 0.00131012694968876 0.00446784064637987 -1.72007310149796 "RBBP9"
"REV1" -0.170722582517494 6.31368442905926 -3.19118018504949 0.00237777967047348 0.00739154297257816 -2.27766634797737 "REV1"
"COMTD1" -0.170653047022216 3.59569876531545 -1.98677491510453 0.0521056955029206 0.0973837481468379 -5.05774694298797 "COMTD1"
"FXN" 0.170556575947796 5.13967340416523 3.92029523588166 0.000254573297178717 0.00110836178475346 -0.168947496683046 "FXN"
"BNIP1" 0.170542416488326 4.67167226226969 3.16731105773328 0.00254779936487617 0.00785598312380908 -2.34198480968436 "BNIP1"
"MGAT1" 0.17052424952943 6.30215235336893 3.17621211777719 0.0024831023722988 0.0076720125234821 -2.31803801957716 "MGAT1"
"TCP1" 0.170521993275301 9.08591117272645 3.25559237485018 0.00197072121570063 0.00629959245752796 -2.10248115646154 "TCP1"
"TMUB1" 0.170469051339595 3.89771448083924 3.07253853709225 0.00334218157504064 0.00985204358414807 -2.5940923137704 "TMUB1"
"UACA" 0.170438422333881 5.65658626779091 2.68541178705523 0.00963905513248113 0.0238628252822995 -3.5664600337244 "UACA"
"PSAP" 0.170437498656485 9.81345970162137 2.31095633067396 0.0247390996949783 0.0523773126354618 -4.41097005651919 "PSAP"
"SALL4" 0.170402125286791 1.89823036821172 1.55183528980217 0.126628152225499 0.202867881816862 -5.79097893620133 "SALL4"
"PARK7" 0.170319214442277 7.62409294805294 4.71834955221788 1.7623803625069e-05 0.000117956119410205 2.39794015034013 "PARK7"
"ALG10B" 0.170309337781414 5.51491953380125 1.90464802918056 0.0622361207224319 0.112790829574982 -5.20835057770597 "ALG10B"
"HAGH" 0.170259908990288 4.2925481963227 2.57776507683613 0.0127484092997358 0.0301526088848484 -3.81938204232718 "HAGH"
"TSNAX-DISC1" 0.170253702363346 4.86756608738545 3.55620216170767 0.000799570727472459 0.00293248620741352 -1.25510790073812 "TSNAX-DISC1"
"APTR" 0.170234036149691 4.40978491587908 2.6003873257374 0.0120277287580345 0.0287491478252118 -3.76689085976907 "APTR"
"ZFYVE1" -0.170223252975727 5.16131825751451 -1.98158835079834 0.0527007032976628 0.098149828453726 -5.06742045096147 "ZFYVE1"
"TAF8" -0.170150570049549 5.5578434211164 -3.17452679141753 0.00249523226779676 0.00770168501791482 -2.32257560400324 "TAF8"
"ZFP37" -0.170123548183736 3.41567746462145 -2.19018598074938 0.0329132382034625 0.0666465431393291 -4.66145766304554 "ZFP37"
"ACBD7" -0.170112208733694 3.17302210629851 -1.29918744318177 0.199479474493124 0.293869556830593 -6.14119819828259 "ACBD7"
"ATP9A" -0.17011206730315 5.64842403320512 -3.09352577904925 0.00314847013363899 0.00934881745306246 -2.53871884611331 "ATP9A"
"AZIN1" 0.170104692839221 8.52476796782817 2.7979106900656 0.00714568612118126 0.0185922001808845 -3.29378940613804 "AZIN1"
"BTG3" -0.169981494049543 6.65479951913386 -2.93686316293898 0.00488947488326753 0.0135547047514088 -2.94564630073823 "BTG3"
"ARRB2" -0.169974810589912 5.51541715857022 -3.03528411265725 0.00371378521007614 0.0107743064724481 -2.69173790453123 "ARRB2"
"IGLV5-52" -0.169969181525743 2.28871448932444 -3.97615924167653 0.000212602815988716 0.000955302631165216 0.00295471440833595 "IGLV5-52"
"ZFAND5" -0.169950972091855 7.75242365877117 -4.30537382964752 7.19266446995044e-05 0.000384039155915261 1.04136519817995 "ZFAND5"
"PSMA6" 0.169916446959994 7.29708494337524 3.74833903704382 0.000439986969790325 0.00176327344613638 -0.689560633874378 "PSMA6"
"SLC25A51" -0.169902916146552 4.85076313446295 -2.55663435473947 0.0134568431385392 0.0315225128840733 -3.86809066791639 "SLC25A51"
"CLIP2" -0.169836222804429 6.43294996324487 -1.64137248076909 0.10661692326764 0.17615409554923 -5.65323289122369 "CLIP2"
"GEMIN7" 0.169787479206219 4.32240619208284 2.43429880284455 0.0183076346174909 0.0407040299289519 -4.14388364776834 "GEMIN7"
"SQOR" -0.169778047330623 1.98136773228972 -1.56490906042336 0.123531113276991 0.198767901624609 -5.7713039876675 "SQOR"
"BAZ1A-AS1" -0.16977697874959 3.72705009801481 -2.48162158725597 0.0162698769567324 0.0368178046924015 -4.03846530516945 "BAZ1A-AS1"
"RAB40B" -0.169755562880768 2.2330493813354 -2.72635456760363 0.00865141433745136 0.0219069762967648 -3.46819739315731 "RAB40B"
"HSPA14" -0.169748600288403 6.03567562000574 -2.13224522044725 0.0376188695018516 0.0744260404891434 -4.77765828128442 "HSPA14"
"PROCR" 0.169694568363459 5.75171837635885 3.37768279327591 0.00137304673815032 0.00465636956945028 -1.76410737623753 "PROCR"
"COPZ2" -0.169693621277028 1.47161540470016 -2.07702173938522 0.042641381159472 0.0826202165935433 -4.88596564065713 "COPZ2"
"DEPDC1B" 0.169651713293856 6.41012126810642 2.92614305794781 0.00503659935517897 0.0139051992308451 -2.97294092535587 "DEPDC1B"
